sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,Group,config,trial_type
Melinda wasn't realizing who these photographs look like.,Melinda wasn't realizing that these photographs look like.,syntax,filler_gap_dependency,wh_vs_that_with_gap,136,p20,wh_vs_that_with_gap,target
Sonia's daughters that have hurt Renee had not ever coped.,Sonia's daughters that have not hurt Renee had ever coped.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,740,p20,sentential_negation_npi_scope,target
Michael's colleagues were left by Jacqueline.,Michael's colleagues were littered by Jacqueline.,syntax,argument_structure,passive_1,136,p20,passive_1,target
An actor that is complaining about Joseph did not ever prefer this bread to burn.,An actor that is not complaining about Joseph did ever prefer this bread to burn.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,136,p20,sentential_negation_npi_scope,target
Most organizations reveal who the drivers worked with.,Most organizations reveal that the drivers worked with.,syntax,filler_gap_dependency,wh_vs_that_with_gap,411,p20,wh_vs_that_with_gap,target
Some shawls that had impressed Amy have not ever frayed.,Some shawls that had not impressed Amy have ever frayed.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,678,p20,sentential_negation_npi_scope,target
Becky hadn't preferred there to be commentaries bothering Lisa.,Becky hadn't tempted there to be commentaries bothering Lisa.,syntax_semantics,control_raising,existential_there_object_raising,660,p20,existential_there_object_raising,target
Denise shouldn't investigate what those bikes look like.,Denise shouldn't investigate that those bikes look like.,syntax,filler_gap_dependency,wh_vs_that_with_gap,660,p20,wh_vs_that_with_gap,target
A cashier who is concealing Andrea has not ever played.,A cashier who is not concealing Andrea has ever played.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,859,p20,sentential_negation_npi_scope,target
All legislatures aren't there enticing those fathers of the Borgias to depart.,There aren't all legislatures enticing those fathers of the Borgias to depart.,semantics,quantifiers,existential_there_quantifiers_2,411,p20,existential_there_quantifiers_2,target
What haven't some museums learned they have remembered?,What haven't some museums learned who have remembered?,syntax,island_effects,wh_island,411,p20,wh_island,target
Every newspaper article isn't there impressing all hospitals.,There isn't every newspaper article impressing all hospitals.,semantics,quantifiers,existential_there_quantifiers_2,521,p20,existential_there_quantifiers_2,target
All students' friends ascend.,All students' friends arrive at.,syntax,argument_structure,drop_argument,737,p20,drop_argument,target
Thomas figures out who many cashiers haven't disliked.,Thomas figures out that many cashiers haven't disliked.,syntax,filler_gap_dependency,wh_vs_that_with_gap,737,p20,wh_vs_that_with_gap,target
Who hadn't Kayla figured out she bothered?,Who hadn't Kayla figured out what bothered?,syntax,island_effects,wh_island,740,p20,wh_island,target
Erin investigates.,Erin complained about.,syntax,argument_structure,drop_argument,660,p20,drop_argument,target
What is Thomas revealing he escaped from?,What is Thomas revealing who escaped from?,syntax,island_effects,wh_island,737,p20,wh_island,target
The patients haven't explored the lakes.,The patients explored the haven't lakes.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,737,p20,regular_plural_subject_verb_agreement_2,filler
Carrie needs there to be a vase aggravating Stephen.,Carrie encourages there to be a vase aggravating Stephen.,syntax_semantics,control_raising,existential_there_object_raising,513,p20,existential_there_object_raising,target
Rodney is running around.,Rodney is examining.,syntax,argument_structure,drop_argument,678,p20,drop_argument,target
Who are a lot of patients realizing they weren't embarrassing?,Who are a lot of patients realizing what weren't embarrassing?,syntax,island_effects,wh_island,626,p20,wh_island,target
Most hamsters found those axes.,Most hamsters found those axis.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,660,p20,determiner_noun_agreement_irregular_1,target
Every radius hasn't disturbed Derek.,Every radius disturbed hasn't Derek.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,737,p20,irregular_plural_subject_verb_agreement_1,filler
What haven't the Borgias learned they would break?,What haven't the Borgias learned who would break?,syntax,island_effects,wh_island,513,p20,wh_island,target
Veronica had soaked all gloves.,Veronica all had soaked gloves.,syntax,argument_structure,causative,737,p20,causative,filler
Christopher was remembered by Rachelle.,Christopher was trained by Rachelle.,syntax,argument_structure,passive_1,660,p20,passive_1,target
Candice had shocked this person.,Candice had shocked this people.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,740,p20,determiner_noun_agreement_irregular_1,target
Who hadn't Katherine realized she will observe?,Who hadn't Katherine realized who will observe?,syntax,island_effects,wh_island,136,p20,wh_island,target
Michael's dermatologists left.,Michael's dermatologists admired.,syntax,argument_structure,drop_argument,859,p20,drop_argument,target
No student is fixing more than two carts.,No more two fixing student is than carts.,semantics,quantifiers,superlative_quantifiers_1,859,p20,superlative_quantifiers_1,filler
Some hamster breaks these windows.,Some hamster falls these windows.,syntax,argument_structure,transitive,411,p20,transitive,target
Amanda wasn't anticipating there to be more than three hats vanishing.,Amanda wasn't pressing there to be more than three hats vanishing.,syntax_semantics,control_raising,existential_there_object_raising,740,p20,existential_there_object_raising,target
Scott remembers who these waitresses disagree with.,Scott remembers that these waitresses disagree with.,syntax,filler_gap_dependency,wh_vs_that_with_gap,513,p20,wh_vs_that_with_gap,target
The driver is drying many scarves.,The drying is driver many scarves.,syntax,argument_structure,causative,859,p20,causative,filler
Anne buys every shirt.,Anne waves every shirt.,syntax,argument_structure,transitive,521,p20,transitive,target
The guests hate that thesis.,The guests hate that theses.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,737,p20,determiner_noun_agreement_irregular_1,target
These pedestrians that could clean that dish have investigated themselves.,These pedestrians that could clean that dish have investigated itself.,syntax_semantics,binding,principle_A_c_command,660,p20,principle_A_c_command,target
Homer's daughters aren't hired by Alan's daughter.,Homer's daughters aren't answered by Alan's daughter.,syntax,argument_structure,passive_1,411,p20,passive_1,target
Every projector was there impressing Irene.,There was every projector impressing Irene.,semantics,quantifiers,existential_there_quantifiers_2,740,p20,existential_there_quantifiers_2,target
All customers who loved this book shouldn't dislike themselves.,All customers who loved this book shouldn't dislike itself.,syntax_semantics,binding,principle_A_c_command,859,p20,principle_A_c_command,target
Who hasn't Janet found out she had loved?,Who hasn't Janet found out who had loved?,syntax,island_effects,wh_island,859,p20,wh_island,target
Those legislatures that did describe David had disliked themselves.,Those legislatures that did describe David had disliked himself.,syntax_semantics,binding,principle_A_c_command,740,p20,principle_A_c_command,target
Timothy's dermatologist that is concealing Frank might not ever think about jackets.,Timothy's dermatologist that is not concealing Frank might ever think about jackets.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,737,p20,sentential_negation_npi_scope,target
Most paintings of Sheila weren't there falling.,There weren't most paintings of Sheila falling.,semantics,quantifiers,existential_there_quantifiers_2,136,p20,existential_there_quantifiers_2,target
Scott remembers who these waitresses disagree with.,Scott remembers that these waitresses disagree with.,syntax,filler_gap_dependency,wh_vs_that_with_gap,513,p21,wh_vs_that_with_gap,target
Marcus argued about these ellipses.,Marcus argued about these ellipsis.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,136,p21,determiner_noun_agreement_irregular_1,target
This friend of Joseph had these pants.,This friend of Joseph spoke up these pants.,syntax,argument_structure,transitive,136,p21,transitive,target
The guys that were talking to the waitress were learning.,The that the to were were waitress talking guys learning.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,737,p21,distractor_agreement_relative_clause,filler
Some boy who does kiss Kirsten notices himself.,Some boy who does kiss Kirsten notices herself.,syntax_semantics,binding,principle_A_c_command,737,p21,principle_A_c_command,target
These drivers aren't escaped from by Sally.,These drivers aren't coped by Sally.,syntax,argument_structure,passive_1,626,p21,passive_1,target
Most paintings of Sheila weren't there falling.,There weren't most paintings of Sheila falling.,semantics,quantifiers,existential_there_quantifiers_2,136,p21,existential_there_quantifiers_2,target
Some friends of some cashier have judged there to be fewer than three lakes worrying a bank.,Some friends of some cashier have motivated there to be fewer than three lakes worrying a bank.,syntax_semantics,control_raising,existential_there_object_raising,411,p21,existential_there_object_raising,target
Timothy's dermatologist that is concealing Frank might not ever think about jackets.,Timothy's dermatologist that is not concealing Frank might ever think about jackets.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,737,p21,sentential_negation_npi_scope,target
Michael's colleagues were left by Jacqueline.,Michael's colleagues were littered by Jacqueline.,syntax,argument_structure,passive_1,136,p21,passive_1,target
Beverly discovered this ox.,Beverly discovered this oxen.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,521,p21,determiner_noun_agreement_irregular_1,target
Tara's grandfather hadn't discovered there to be some documentaries about Harvard University irritating some man.,Tara's grandfather hadn't compelled there to be some documentaries about Harvard University irritating some man.,syntax_semantics,control_raising,existential_there_object_raising,859,p21,existential_there_object_raising,target
There was a pie aggravating Samuel.,There aggravating was pie a Samuel.,semantics,quantifiers,existential_there_quantifiers_1,737,p21,existential_there_quantifiers_1,filler
Carrie's ex-girlfriend who is discovering the book has not ever hoped to scream.,Carrie's ex-girlfriend who is not discovering the book has ever hoped to scream.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,521,p21,sentential_negation_npi_scope,target
Becca is learning who the woman isn't finding.,Becca is learning that the woman isn't finding.,syntax,filler_gap_dependency,wh_vs_that_with_gap,626,p21,wh_vs_that_with_gap,target
Tiffany shouldn't bother Bethany's electricians.,Tiffany shouldn't die Bethany's electricians.,syntax,argument_structure,transitive,626,p21,transitive,target
Barbara examines every essay.,That candle examines every essay.,syntax,s-selection,animate_subject_trans,521,p21,animate_subject_trans,target
All legislatures aren't there enticing those fathers of the Borgias to depart.,There aren't all legislatures enticing those fathers of the Borgias to depart.,semantics,quantifiers,existential_there_quantifiers_2,411,p21,existential_there_quantifiers_2,target
Who can't a guest investigate he can't attack?,Who can't a guest investigate who can't attack?,syntax,island_effects,wh_island,521,p21,wh_island,target
Amanda wasn't anticipating there to be more than three hats vanishing.,Amanda wasn't pressing there to be more than three hats vanishing.,syntax_semantics,control_raising,existential_there_object_raising,740,p21,existential_there_object_raising,target
Christopher was remembered by Rachelle.,Christopher was trained by Rachelle.,syntax,argument_structure,passive_1,660,p21,passive_1,target
Some shawls that had impressed Amy have not ever frayed.,Some shawls that had not impressed Amy have ever frayed.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,678,p21,sentential_negation_npi_scope,target
All sketches that have scared Sharon aren't disturbing themselves.,All sketches that have scared Sharon aren't disturbing herself.,syntax_semantics,binding,principle_A_c_command,513,p21,principle_A_c_command,target
Each waiter is there investigating who could convince Jessica's cousins to sneeze.,There is each waiter investigating who could convince Jessica's cousins to sneeze.,semantics,quantifiers,existential_there_quantifiers_2,678,p21,existential_there_quantifiers_2,target
Some box resembles those prints of Diana.,Some box falls those prints of Diana.,syntax,argument_structure,transitive,740,p21,transitive,target
All paintings were there scaring Jennifer.,There were all paintings scaring Jennifer.,semantics,quantifiers,existential_there_quantifiers_2,626,p21,existential_there_quantifiers_2,target
Most nieces of Beverly have investigated many customers.,Most nieces of Beverly have competed many customers.,syntax,argument_structure,transitive,513,p21,transitive,target
Candice had shocked this person.,Candice had shocked this people.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,740,p21,determiner_noun_agreement_irregular_1,target
Lori is discovering the water.,The beef is discovering the water.,syntax,s-selection,animate_subject_trans,136,p21,animate_subject_trans,target
There was a couch falling apart.,There was couch falling a apart.,semantics,quantifiers,existential_there_quantifiers_1,859,p21,existential_there_quantifiers_1,filler
This lady who had fired Timothy attacks herself.,This lady who had fired Timothy attacks himself.,syntax_semantics,binding,principle_A_c_command,521,p21,principle_A_c_command,target
Kevin isn't figuring out what some guests lifted.,Kevin isn't figuring out that some guests lifted.,syntax,filler_gap_dependency,wh_vs_that_with_gap,859,p21,wh_vs_that_with_gap,target
Meredith boycotted these college campuses.,The high school boycotted these college campuses.,syntax,s-selection,animate_subject_trans,626,p21,animate_subject_trans,target
That hospital isn't disturbed by this commentary about music.,That hospital isn't clashed by this commentary about music.,syntax,argument_structure,passive_1,513,p21,passive_1,target
Alexander has known Sarah.,This cafe has known Sarah.,syntax,s-selection,animate_subject_trans,737,p21,animate_subject_trans,target
Becky hadn't preferred there to be commentaries bothering Lisa.,Becky hadn't tempted there to be commentaries bothering Lisa.,syntax_semantics,control_raising,existential_there_object_raising,660,p21,existential_there_object_raising,target
The Borgias were listening to Stephanie.,Some malls were listening to Stephanie.,syntax,s-selection,animate_subject_trans,740,p21,animate_subject_trans,target
Thomas figures out who many cashiers haven't disliked.,Thomas figures out that many cashiers haven't disliked.,syntax,filler_gap_dependency,wh_vs_that_with_gap,737,p21,wh_vs_that_with_gap,target
Tamara cleans those lice.,Tamara cleans those louse.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,513,p21,determiner_noun_agreement_irregular_1,target
Many actresses that can find an apple won't astound themselves.,Many actresses that can find an apple won't astound itself.,syntax_semantics,binding,principle_A_c_command,136,p21,principle_A_c_command,target
Thomas's ex-husband finds there to be a senator investigating Scott.,Thomas's ex-husband asked there to be a senator investigating Scott.,syntax_semantics,control_raising,existential_there_object_raising,678,p21,existential_there_object_raising,target
The universities were bothered by a lot of actors.,The universities were replied by a lot of actors.,syntax,argument_structure,passive_1,737,p21,passive_1,target
The Borgias reveal who most legislatures like.,The Borgias reveal that most legislatures like.,syntax,filler_gap_dependency,wh_vs_that_with_gap,678,p21,wh_vs_that_with_gap,target
Who are a lot of patients realizing they weren't embarrassing?,Who are a lot of patients realizing what weren't embarrassing?,syntax,island_effects,wh_island,626,p21,wh_island,target
Denise discovered there to be an eggplant burning.,Denise motivated there to be an eggplant burning.,syntax_semantics,control_raising,existential_there_object_raising,737,p21,existential_there_object_raising,target
The ladies that had shocked Elaine have not ever fled from Andrea.,The ladies that had not shocked Elaine have ever fled from Andrea.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,411,p21,sentential_negation_npi_scope,target
What haven't some museums learned they have remembered?,What haven't some museums learned who have remembered?,syntax,island_effects,wh_island,411,p21,wh_island,target
All waiters that have concealed Dawn do figure out who hasn't investigated Cynthia.,All hasn't have that figure concealed out waiters do who Dawn investigated Cynthia.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,859,p21,distractor_agreement_relative_clause,filler
Every teacher wasn't there urging Emily's boyfriend to speak up.,There wasn't every teacher urging Emily's boyfriend to speak up.,semantics,quantifiers,existential_there_quantifiers_2,660,p21,existential_there_quantifiers_2,target
All customers who loved this book shouldn't dislike themselves.,All customers who loved this book shouldn't dislike itself.,syntax_semantics,binding,principle_A_c_command,859,p21,principle_A_c_command,target
Most organizations reveal who the drivers worked with.,Most organizations reveal that the drivers worked with.,syntax,filler_gap_dependency,wh_vs_that_with_gap,411,p21,wh_vs_that_with_gap,target
The guests hate that thesis.,The guests hate that theses.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,737,p21,determiner_noun_agreement_irregular_1,target
That bank that had shocked some teacher would not ever cope.,That bank that had not shocked some teacher would ever cope.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,626,p21,sentential_negation_npi_scope,target
These pedestrians that could clean that dish have investigated themselves.,These pedestrians that could clean that dish have investigated itself.,syntax_semantics,binding,principle_A_c_command,660,p21,principle_A_c_command,target
Who hadn't Kayla figured out she bothered?,Who hadn't Kayla figured out what bothered?,syntax,island_effects,wh_island,740,p21,wh_island,target
A jacket that had shocked Becky disturbs itself.,A jacket that had shocked Becky disturbs herself.,syntax_semantics,binding,principle_A_c_command,626,p21,principle_A_c_command,target
A lot of guests' handymen judge there to be more than three peppers existing.,A lot of guests' handymen encourage there to be more than three peppers existing.,syntax_semantics,control_raising,existential_there_object_raising,136,p21,existential_there_object_raising,target
Those legislatures that did describe David had disliked themselves.,Those legislatures that did describe David had disliked himself.,syntax_semantics,binding,principle_A_c_command,740,p21,principle_A_c_command,target
Steve attacks those women.,Steve attacks those woman.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,859,p21,determiner_noun_agreement_irregular_1,target
Vincent hasn't researched a lot of books.,Some library hasn't researched a lot of books.,syntax,s-selection,animate_subject_trans,660,p21,animate_subject_trans,target
Todd is investigated by Guy.,Todd is grinned by Guy.,syntax,argument_structure,passive_1,740,p21,passive_1,target
Some boy was concealing Heidi.,Some boy was chuckling Heidi.,syntax,argument_structure,transitive,660,p21,transitive,target
Denise shouldn't investigate what those bikes look like.,Denise shouldn't investigate that those bikes look like.,syntax,filler_gap_dependency,wh_vs_that_with_gap,660,p21,wh_vs_that_with_gap,target
Christopher is hurt by actors.,Christopher is blinked by actors.,syntax,argument_structure,passive_1,521,p21,passive_1,target
Kayla appreciates these paralyses.,Kayla appreciates these paralysis.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,411,p21,determiner_noun_agreement_irregular_1,target
Dana can attack Aaron.,A dress can attack Aaron.,syntax,s-selection,animate_subject_trans,678,p21,animate_subject_trans,target
Frank should cure this goose.,Frank should cure this geese.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,678,p21,determiner_noun_agreement_irregular_1,target
An actor that is complaining about Joseph did not ever prefer this bread to burn.,An actor that is not complaining about Joseph did ever prefer this bread to burn.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,136,p21,sentential_negation_npi_scope,target
This hospital reveals what that octopus didn't find.,This hospital reveals that that octopus didn't find.,syntax,filler_gap_dependency,wh_vs_that_with_gap,740,p21,wh_vs_that_with_gap,target
Carrie needs there to be a vase aggravating Stephen.,Carrie encourages there to be a vase aggravating Stephen.,syntax_semantics,control_raising,existential_there_object_raising,513,p21,existential_there_object_raising,target
Angela will worry these daughters of Michelle.,Angela will come here these daughters of Michelle.,syntax,argument_structure,transitive,737,p21,transitive,target
Melinda wasn't realizing who these photographs look like.,Melinda wasn't realizing that these photographs look like.,syntax,filler_gap_dependency,wh_vs_that_with_gap,136,p21,wh_vs_that_with_gap,target
Anne buys every shirt.,Anne waves every shirt.,syntax,argument_structure,transitive,521,p21,transitive,target
Danielle's plumber that had ascended some hill could not ever attack Amelia.,Danielle's plumber that had not ascended some hill could ever attack Amelia.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,513,p21,sentential_negation_npi_scope,target
Phillip isn't confusing himself.,Phillip confusing isn't himself.,morphology,anaphor_agreement,anaphor_gender_agreement,737,p21,anaphor_gender_agreement,filler
Most hamsters found those axes.,Most hamsters found those axis.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,660,p21,determiner_noun_agreement_irregular_1,target
What haven't the Borgias learned they would break?,What haven't the Borgias learned who would break?,syntax,island_effects,wh_island,513,p21,wh_island,target
Ruth returned to Marie.,Ruth fell Marie.,syntax,argument_structure,transitive,678,p21,transitive,target
All committees anticipate there to be dresses fraying.,All committees pressured there to be dresses fraying.,syntax_semantics,control_raising,existential_there_object_raising,521,p21,existential_there_object_raising,target
Who hadn't Katherine realized she will observe?,Who hadn't Katherine realized who will observe?,syntax,island_effects,wh_island,136,p21,wh_island,target
April sounded like Amelia.,The museum sounded like Amelia.,syntax,s-selection,animate_subject_trans,411,p21,animate_subject_trans,target
Laura was curing what cats?,Laura what curing was cats?,syntax,island_effects,left_branch_island_echo_question,737,p21,left_branch_island_echo_question,filler
Sonia's daughters that have hurt Renee had not ever coped.,Sonia's daughters that have not hurt Renee had ever coped.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,740,p21,sentential_negation_npi_scope,target
What should some lady know she messes up?,What should some lady know who messes up?,syntax,island_effects,wh_island,660,p21,wh_island,target
A hill that shouldn't upset Natalie shouldn't annoy itself.,A hill that shouldn't upset Natalie shouldn't annoy herself.,syntax_semantics,binding,principle_A_c_command,678,p21,principle_A_c_command,target
Each plate wasn't there looking like the print.,There wasn't each plate looking like the print.,semantics,quantifiers,existential_there_quantifiers_2,513,p21,existential_there_quantifiers_2,target
Tara isn't admiring herself.,Tara admiring isn't herself.,morphology,anaphor_agreement,anaphor_gender_agreement,859,p21,anaphor_gender_agreement,filler
Carl heals these oxen.,Carl heals these ox.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,626,p21,determiner_noun_agreement_irregular_1,target
Who is Candice remembering she wasn't alarming?,Who is Candice remembering who wasn't alarming?,syntax,island_effects,wh_island,678,p21,wh_island,target
Who weren't Brenda's mothers who are upsetting all students questioning?,Who who weren't mothers upsetting students all Brenda's are questioning?,syntax,island_effects,complex_NP_island,737,p21,complex_NP_island,filler
Wayne's students went to the grocery store.,Wayne's students murmur the grocery store.,syntax,argument_structure,transitive,859,p21,transitive,target
An association considered there to be fewer than three students seeing.,An association swayed there to be fewer than three students seeing.,syntax_semantics,control_raising,existential_there_object_raising,626,p21,existential_there_object_raising,target
Pamela could return to whose mall?,Pamela could whose return to mall?,syntax,island_effects,left_branch_island_echo_question,859,p21,left_branch_island_echo_question,filler
Some boy can't reveal who a customer escapes from.,Some boy can't reveal that a customer escapes from.,syntax,filler_gap_dependency,wh_vs_that_with_gap,521,p21,wh_vs_that_with_gap,target
Donald is noticing Aaron.,This art gallery is noticing Aaron.,syntax,s-selection,animate_subject_trans,859,p21,animate_subject_trans,target
Every newspaper article isn't there impressing all hospitals.,There isn't every newspaper article impressing all hospitals.,semantics,quantifiers,existential_there_quantifiers_2,521,p21,existential_there_quantifiers_2,target
Richard's handymen were disliked by that student's cousin.,Richard's handymen were retaliated by that student's cousin.,syntax,argument_structure,passive_1,678,p21,passive_1,target
Who are those waiters' employees who are referencing many documentaries about Galileo irritating?,Who referencing waiters' are about documentaries employees are who many Galileo those irritating?,syntax,island_effects,complex_NP_island,859,p21,complex_NP_island,filler
All cats are there stunning Gina.,There are all cats stunning Gina.,semantics,quantifiers,existential_there_quantifiers_2,737,p21,existential_there_quantifiers_2,target
Who hasn't Janet found out she had loved?,Who hasn't Janet found out who had loved?,syntax,island_effects,wh_island,859,p21,wh_island,target
A cashier who is concealing Andrea has not ever played.,A cashier who is not concealing Andrea has ever played.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,859,p21,sentential_negation_npi_scope,target
What is Thomas revealing he escaped from?,What is Thomas revealing who escaped from?,syntax,island_effects,wh_island,737,p21,wh_island,target
Homer's daughters aren't hired by Alan's daughter.,Homer's daughters aren't answered by Alan's daughter.,syntax,argument_structure,passive_1,411,p21,passive_1,target
Each painting isn't there disturbing Kendra.,There isn't each painting disturbing Kendra.,semantics,quantifiers,existential_there_quantifiers_2,859,p21,existential_there_quantifiers_2,target
Tonya was talking about Brian.,Some cake was talking about Brian.,syntax,s-selection,animate_subject_trans,513,p21,animate_subject_trans,target
Many trucks that might bother Meredith might not ever crash.,Many trucks that might not bother Meredith might ever crash.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,660,p21,sentential_negation_npi_scope,target
Every projector was there impressing Irene.,There was every projector impressing Irene.,semantics,quantifiers,existential_there_quantifiers_2,740,p21,existential_there_quantifiers_2,target
Some hamster breaks these windows.,Some hamster falls these windows.,syntax,argument_structure,transitive,411,p21,transitive,target
Jill isn't stunned by Randolf.,Jill isn't compromised by Randolf.,syntax,argument_structure,passive_1,859,p21,passive_1,target
Children who will drop by this mountain liked themselves.,Children who will drop by this mountain liked itself.,syntax_semantics,binding,principle_A_c_command,411,p21,principle_A_c_command,target
Carrie's ex-girlfriend who is discovering the book has not ever hoped to scream.,Carrie's ex-girlfriend who is not discovering the book has ever hoped to scream.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,521,p22,sentential_negation_npi_scope,target
All paintings were there scaring Jennifer.,There were all paintings scaring Jennifer.,semantics,quantifiers,existential_there_quantifiers_2,626,p22,existential_there_quantifiers_2,target
Even Pamela clearly imagines a lot of guys perform.,Even Pamela ever imagines a lot of guys perform.,semantics,npi_licensing,npi_present_1,626,p22,npi_present_1,target
Christopher is hurt by actors.,Christopher is blinked by actors.,syntax,argument_structure,passive_1,521,p22,passive_1,target
Sonia's daughters that have hurt Renee had not ever coped.,Sonia's daughters that have not hurt Renee had ever coped.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,740,p22,sentential_negation_npi_scope,target
Veronica had soaked all gloves.,Veronica soaked had all gloves.,syntax,argument_structure,causative,737,p22,causative,filler
Who hasn't Janet found out she had loved?,Who hasn't Janet found out who had loved?,syntax,island_effects,wh_island,859,p22,wh_island,target
All customers who loved this book shouldn't dislike themselves.,All customers who loved this book shouldn't dislike itself.,syntax_semantics,binding,principle_A_c_command,859,p22,principle_A_c_command,target
Each waiter is there investigating who could convince Jessica's cousins to sneeze.,There is each waiter investigating who could convince Jessica's cousins to sneeze.,semantics,quantifiers,existential_there_quantifiers_2,678,p22,existential_there_quantifiers_2,target
The Borgias reveal who most legislatures like.,The Borgias reveal that most legislatures like.,syntax,filler_gap_dependency,wh_vs_that_with_gap,678,p22,wh_vs_that_with_gap,target
Meredith boycotted these college campuses.,The high school boycotted these college campuses.,syntax,s-selection,animate_subject_trans,626,p22,animate_subject_trans,target
Some shawls that had impressed Amy have not ever frayed.,Some shawls that had not impressed Amy have ever frayed.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,678,p22,sentential_negation_npi_scope,target
Some boy was concealing Heidi.,Some boy was chuckling Heidi.,syntax,argument_structure,transitive,660,p22,transitive,target
Becca is learning who the woman isn't finding.,Becca is learning that the woman isn't finding.,syntax,filler_gap_dependency,wh_vs_that_with_gap,626,p22,wh_vs_that_with_gap,target
Timothy's dermatologist that is concealing Frank might not ever think about jackets.,Timothy's dermatologist that is not concealing Frank might ever think about jackets.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,737,p22,sentential_negation_npi_scope,target
All senators went to this hill.,All to senators went this hill.,morphology,irregular_forms,irregular_past_participle_verbs,859,p22,irregular_past_participle_verbs,filler
Richard's handymen were disliked by that student's cousin.,Richard's handymen were retaliated by that student's cousin.,syntax,argument_structure,passive_1,678,p22,passive_1,target
Many trucks that might bother Meredith might not ever crash.,Many trucks that might not bother Meredith might ever crash.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,660,p22,sentential_negation_npi_scope,target
Tiffany shouldn't bother Bethany's electricians.,Tiffany shouldn't die Bethany's electricians.,syntax,argument_structure,transitive,626,p22,transitive,target
Brian hated this thesis.,Brian this hated thesis.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,737,p22,determiner_noun_agreement_irregular_2,filler
Those legislatures that did describe David had disliked themselves.,Those legislatures that did describe David had disliked himself.,syntax_semantics,binding,principle_A_c_command,740,p22,principle_A_c_command,target
The Borgias were listening to Stephanie.,Some malls were listening to Stephanie.,syntax,s-selection,animate_subject_trans,740,p22,animate_subject_trans,target
Who is Candice remembering she wasn't alarming?,Who is Candice remembering who wasn't alarming?,syntax,island_effects,wh_island,678,p22,wh_island,target
These drivers aren't escaped from by Sally.,These drivers aren't coped by Sally.,syntax,argument_structure,passive_1,626,p22,passive_1,target
Each painting isn't there disturbing Kendra.,There isn't each painting disturbing Kendra.,semantics,quantifiers,existential_there_quantifiers_2,859,p22,existential_there_quantifiers_2,target
Carl heals these oxen.,Carl heals these ox.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,626,p22,determiner_noun_agreement_irregular_1,target
Laura was curing what cats?,Laura curing was what cats?,syntax,island_effects,left_branch_island_echo_question,737,p22,left_branch_island_echo_question,filler
Each plate wasn't there looking like the print.,There wasn't each plate looking like the print.,semantics,quantifiers,existential_there_quantifiers_2,513,p22,existential_there_quantifiers_2,target
Angela will worry these daughters of Michelle.,Angela will come here these daughters of Michelle.,syntax,argument_structure,transitive,737,p22,transitive,target
Who hadn't Katherine realized she will observe?,Who hadn't Katherine realized who will observe?,syntax,island_effects,wh_island,136,p22,wh_island,target
The guests hate that thesis.,The guests hate that theses.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,737,p22,determiner_noun_agreement_irregular_1,target
Even James also stunned that lady.,Even James ever stunned that lady.,semantics,npi_licensing,npi_present_1,678,p22,npi_present_1,target
This friend of Joseph had these pants.,This friend of Joseph spoke up these pants.,syntax,argument_structure,transitive,136,p22,transitive,target
