sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,Group,config,trial_type
The adult sneezes.,The adults sneezes.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,319,p5,regular_plural_subject_verb_agreement_2,target
Every waiter isn't sure to murmur.,Every waiter isn't easy to murmur.,syntax_semantics,control_raising,tough_vs_raising_2,319,p5,tough_vs_raising_2,target
Kayla is learning that those pamphlets bore Helen.,Kayla is learning who those pamphlets bore Helen.,syntax,filler_gap_dependency,wh_vs_that_no_gap,319,p5,wh_vs_that_no_gap,target
Carolyn would listen to those employed girls.,Carolyn would listen to those employed girl.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,761,p5,determiner_noun_agreement_with_adjective_1,target
The cashiers aren't whispering.,The cashier aren't whispering.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,761,p5,regular_plural_subject_verb_agreement_2,target
Gerald wasn't thinking about himself cleaning a restaurant.,Gerald wasn't thinking about himself cleans a restaurant.,syntax/semantics,binding,principle_A_case_2,761,p5,principle_A_case_2,target
Stacey investigates that a waitress is criticizing Lori.,Stacey investigates who a waitress is criticizing Lori.,syntax,filler_gap_dependency,wh_vs_that_no_gap,761,p5,wh_vs_that_no_gap,target
Some people weren't soon to chuckle.,Some people weren't exciting to chuckle.,syntax_semantics,control_raising,tough_vs_raising_2,761,p5,tough_vs_raising_2,target
A cashier was passing this black movie theater.,A cashier was passing this black movie theaters.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,883,p5,determiner_noun_agreement_with_adjective_1,target
Donna hasn't learned that pedestrians were running around the mountain.,Donna hasn't learned what pedestrians were running around the mountain.,syntax,filler_gap_dependency,wh_vs_that_no_gap,883,p5,wh_vs_that_no_gap,target
The ladies were describing the teenager.,The lady were describing the teenager.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,883,p5,regular_plural_subject_verb_agreement_2,target
Cheryl was thinking about herself dropping by Harvard University.,Cheryl was thinking about herself drops by Harvard University.,syntax/semantics,binding,principle_A_case_2,883,p5,principle_A_case_2,target
Richard's electrician was sure to skate around most lakes.,Richard's electrician was fun to skate around most lakes.,syntax_semantics,control_raising,tough_vs_raising_2,883,p5,tough_vs_raising_2,target
The senators testify.,The senator testify.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,280,p5,regular_plural_subject_verb_agreement_2,target
Those windows hurt these hidden students.,Those windows hurt these hidden student.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,280,p5,determiner_noun_agreement_with_adjective_1,target
Irene might think about herself driving to all mountains.,Irene might think about herself drives to all mountains.,syntax/semantics,binding,principle_A_case_2,280,p5,principle_A_case_2,target
Joseph did know that this man praised Lori.,Joseph did know who this man praised Lori.,syntax,filler_gap_dependency,wh_vs_that_no_gap,280,p5,wh_vs_that_no_gap,target
That doctor was apt to die.,That doctor was fun to die.,syntax_semantics,control_raising,tough_vs_raising_2,280,p5,tough_vs_raising_2,target
The students clean many unicycles.,The student clean many unicycles.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,899,p5,regular_plural_subject_verb_agreement_2,target
Amanda is revealing that all people were praising Bethany.,Amanda is revealing who all people were praising Bethany.,syntax,filler_gap_dependency,wh_vs_that_no_gap,899,p5,wh_vs_that_no_gap,target
Stephanie isn't bound to tempt that woman to die.,Stephanie isn't hard work to tempt that woman to die.,syntax_semantics,control_raising,tough_vs_raising_2,899,p5,tough_vs_raising_2,target
Anne won't imagine herself climbing down some hills.,Anne won't imagine herself climbs down some hills.,syntax/semantics,binding,principle_A_case_2,899,p5,principle_A_case_2,target
Many guests argue about that uncertain girl.,Many guests argue about that uncertain girls.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,899,p5,determiner_noun_agreement_with_adjective_1,target
Beverly forgot about herself worrying Jacqueline.,Beverly forgot about herself worried Jacqueline.,syntax/semantics,binding,principle_A_case_2,938,p5,principle_A_case_2,target
The student examines a lot of plays.,The students examines a lot of plays.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,938,p5,regular_plural_subject_verb_agreement_2,target
Sheila isn't about to think about Deborah.,Sheila isn't tough to think about Deborah.,syntax_semantics,control_raising,tough_vs_raising_2,938,p5,tough_vs_raising_2,target
Alicia had that orange horse.,Alicia had that orange horses.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,938,p5,determiner_noun_agreement_with_adjective_1,target
A teacher is realizing that the ladies research every grocery store.,A teacher is realizing what the ladies research every grocery store.,syntax,filler_gap_dependency,wh_vs_that_no_gap,938,p5,wh_vs_that_no_gap,target
The boys weren't noticing Rodney.,The boy weren't noticing Rodney.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,973,p5,regular_plural_subject_verb_agreement_2,target
Christina dropped by that yellow college campus.,Christina dropped by that yellow college campuses.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,973,p5,determiner_noun_agreement_with_adjective_1,target
Stephen isn't learning that most waitresses brought a horse.,Stephen isn't learning what most waitresses brought a horse.,syntax,filler_gap_dependency,wh_vs_that_no_gap,973,p5,wh_vs_that_no_gap,target
The Clintons are about to boast about some actress.,The Clintons are fun to boast about some actress.,syntax_semantics,control_raising,tough_vs_raising_2,973,p5,tough_vs_raising_2,target
The patients have imagined themselves cleaning all movie theaters.,The patients have imagined themselves cleaned all movie theaters.,syntax/semantics,binding,principle_A_case_2,973,p5,principle_A_case_2,target
April wasn't sure to flee from the bank.,April wasn't irritating to flee from the bank.,syntax_semantics,control_raising,tough_vs_raising_2,636,p5,tough_vs_raising_2,target
Jerry would find out that that man climbs down this slope.,Jerry would find out what that man climbs down this slope.,syntax,filler_gap_dependency,wh_vs_that_no_gap,636,p5,wh_vs_that_no_gap,target
The shirts are soaking.,The shirt are soaking.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,636,p5,regular_plural_subject_verb_agreement_2,target
A lot of documentaries are disagreeing with these good plays.,A lot of documentaries are disagreeing with these good play.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,636,p5,determiner_noun_agreement_with_adjective_1,target
Amanda imagines herself lifting that cart.,Amanda imagines herself lifted that cart.,syntax/semantics,binding,principle_A_case_2,636,p5,principle_A_case_2,target
The actor has approached Eva.,The actors has approached Eva.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,76,p5,regular_plural_subject_verb_agreement_2,target
Katherine's grandmothers weren't about to remember who returns to Lissa.,Katherine's grandmothers weren't tough to remember who returns to Lissa.,syntax_semantics,control_raising,tough_vs_raising_2,76,p5,tough_vs_raising_2,target
Some adults sell those purple forks.,Some adults sell those purple fork.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,76,p5,determiner_noun_agreement_with_adjective_1,target
Janice will know that pedestrians exited this public park.,Janice will know what pedestrians exited this public park.,syntax,filler_gap_dependency,wh_vs_that_no_gap,76,p5,wh_vs_that_no_gap,target
Some hospitals think about themselves talking about Joseph.,Some hospitals think about themselves talk about Joseph.,syntax/semantics,binding,principle_A_case_2,76,p5,principle_A_case_2,target
Pedestrians conceal that some ice irritates Heather.,Pedestrians conceal who some ice irritates Heather.,syntax,filler_gap_dependency,wh_vs_that_no_gap,811,p5,wh_vs_that_no_gap,target
The boy profits.,The boys profits.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,811,p5,regular_plural_subject_verb_agreement_2,target
A glove confused these bad universities.,A glove confused these bad university.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,811,p5,determiner_noun_agreement_with_adjective_1,target
All teachers are unlikely to respond.,All teachers are difficult to respond.,syntax_semantics,control_raising,tough_vs_raising_2,811,p5,tough_vs_raising_2,target
Rodney thought about himself descending the ladder.,Rodney thought about himself descended the ladder.,syntax/semantics,binding,principle_A_case_2,811,p5,principle_A_case_2,target
The gloves were impressing Diana.,The glove were impressing Diana.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,136,p5,regular_plural_subject_verb_agreement_2,target
Adam wouldn't find out that all fungi disgusted Rhonda.,Adam wouldn't find out who all fungi disgusted Rhonda.,syntax,filler_gap_dependency,wh_vs_that_no_gap,136,p5,wh_vs_that_no_gap,target
Katherine is imagining herself helping most adults.,Katherine is imagining herself helps most adults.,syntax/semantics,binding,principle_A_case_2,136,p5,principle_A_case_2,target
Veronica can drive to these good restaurants.,Veronica can drive to these good restaurant.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,136,p5,determiner_noun_agreement_with_adjective_1,target
All students' bosses were about to shout.,All students' bosses were annoying to shout.,syntax_semantics,control_raising,tough_vs_raising_2,136,p5,tough_vs_raising_2,target
This committee isn't describing this good pamphlet.,This committee isn't describing this good pamphlets.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,859,p5,determiner_noun_agreement_with_adjective_1,target
The hamsters stun Renee.,The hamster stun Renee.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,859,p5,regular_plural_subject_verb_agreement_2,target
Victoria isn't imagining herself questioning Karen.,Victoria isn't imagining herself questions Karen.,syntax/semantics,binding,principle_A_case_2,859,p5,principle_A_case_2,target
Carolyn will investigate that many boys hadn't worn this blouse.,Carolyn will investigate what many boys hadn't worn this blouse.,syntax,filler_gap_dependency,wh_vs_that_no_gap,859,p5,wh_vs_that_no_gap,target
Craig's handymen were sure to flirt.,Craig's handymen were hard to flirt.,syntax_semantics,control_raising,tough_vs_raising_2,859,p5,tough_vs_raising_2,target
Irene has imagined herself cleaning many reports.,Irene has imagined herself cleaned many reports.,syntax/semantics,binding,principle_A_case_2,513,p5,principle_A_case_2,target
Elaine can figure out that the child can embarrass Steven.,Elaine can figure out who the child can embarrass Steven.,syntax,filler_gap_dependency,wh_vs_that_no_gap,513,p5,wh_vs_that_no_gap,target
The ladies negotiate.,The lady negotiate.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,513,p5,regular_plural_subject_verb_agreement_2,target
A lot of students hadn't respected that concealed restaurant.,A lot of students hadn't respected that concealed restaurants.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,513,p5,determiner_noun_agreement_with_adjective_1,target
Theresa's employee was certain to prod all children's friend to explain everything.,Theresa's employee was tough to prod all children's friend to explain everything.,syntax_semantics,control_raising,tough_vs_raising_2,513,p5,tough_vs_raising_2,target
Karla didn't imagine herself praising Pamela.,Karla didn't imagine herself praises Pamela.,syntax/semantics,binding,principle_A_case_2,626,p5,principle_A_case_2,target
The schools weren't disturbing a lot of actors.,The school weren't disturbing a lot of actors.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,626,p5,regular_plural_subject_verb_agreement_2,target
Carol is certain to conceal Sandra.,Carol is pleasant to conceal Sandra.,syntax_semantics,control_raising,tough_vs_raising_2,626,p5,tough_vs_raising_2,target
Some waiters know that some ladies would buy some bicycles.,Some waiters know what some ladies would buy some bicycles.,syntax,filler_gap_dependency,wh_vs_that_no_gap,626,p5,wh_vs_that_no_gap,target
Carmen forgot this smart cashier.,Carmen forgot this smart cashiers.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,626,p5,determiner_noun_agreement_with_adjective_1,target
Boys think about themselves running around the Great Lakes.,Boys think about themselves ran around the Great Lakes.,syntax/semantics,binding,principle_A_case_2,678,p5,principle_A_case_2,target
Some essay isn't astounding those popular associations.,Some essay isn't astounding those popular association.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,678,p5,determiner_noun_agreement_with_adjective_1,target
Martin isn't bound to slump over.,Martin isn't fun to slump over.,syntax_semantics,control_raising,tough_vs_raising_2,678,p5,tough_vs_raising_2,target
Connie forgot that the steps worry Elizabeth.,Connie forgot who the steps worry Elizabeth.,syntax,filler_gap_dependency,wh_vs_that_no_gap,678,p5,wh_vs_that_no_gap,target
The teacher responds.,The teachers responds.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,678,p5,regular_plural_subject_verb_agreement_2,target
Travis isn't about to chuckle.,Travis isn't easy to chuckle.,syntax_semantics,control_raising,tough_vs_raising_2,411,p5,tough_vs_raising_2,target
Carla wouldn't hide this new plate.,Carla wouldn't hide this new plates.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,411,p5,determiner_noun_agreement_with_adjective_1,target
Marla shouldn't figure out that many museums insult the plays.,Marla shouldn't figure out what many museums insult the plays.,syntax,filler_gap_dependency,wh_vs_that_no_gap,411,p5,wh_vs_that_no_gap,target
The teacher has seen most boys.,The teachers has seen most boys.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,411,p5,regular_plural_subject_verb_agreement_2,target
The associations forget about themselves firing Carol.,The associations forget about themselves fire Carol.,syntax/semantics,binding,principle_A_case_2,411,p5,principle_A_case_2,target
Carol hadn't investigated that a waiter should conceal that shirt.,Carol hadn't investigated what a waiter should conceal that shirt.,syntax,filler_gap_dependency,wh_vs_that_no_gap,660,p5,wh_vs_that_no_gap,target
Debra forgets about herself finding Tiffany.,Debra forgets about herself finds Tiffany.,syntax/semantics,binding,principle_A_case_2,660,p5,principle_A_case_2,target
The guys stand up.,The guy stand up.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,660,p5,regular_plural_subject_verb_agreement_2,target
Vincent was cleaning that small glass.,Vincent was cleaning that small glasses.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,660,p5,determiner_noun_agreement_with_adjective_1,target
Carl's father is sure to observe Vincent.,Carl's father is boring to observe Vincent.,syntax_semantics,control_raising,tough_vs_raising_2,660,p5,tough_vs_raising_2,target
Every organization realized that every pedestrian hadn't passed most rivers.,Every organization realized what every pedestrian hadn't passed most rivers.,syntax,filler_gap_dependency,wh_vs_that_no_gap,740,p5,wh_vs_that_no_gap,target
A museum forgets about itself listening to this senator.,A museum forgets about itself listens to this senator.,syntax/semantics,binding,principle_A_case_2,740,p5,principle_A_case_2,target
Christine's partner was bound to annoy the museum.,Christine's partner was pleasant to annoy the museum.,syntax_semantics,control_raising,tough_vs_raising_2,740,p5,tough_vs_raising_2,target
The essay disagrees with most pedestrians.,The essays disagrees with most pedestrians.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,740,p5,regular_plural_subject_verb_agreement_2,target
That cilantro astounds that new museum.,That cilantro astounds that new museums.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,740,p5,determiner_noun_agreement_with_adjective_1,target
Who is Nina hiring after astounding Rose?,Who hiring after astounding Nina is Rose?,syntax,island_effects,adjunct_island,883,p5,adjunct_island,filler
Anna conceals that some guest did clean some hospital.,Anna conceals what some guest did clean some hospital.,syntax,filler_gap_dependency,wh_vs_that_no_gap,737,p5,wh_vs_that_no_gap,target
The patients haven't explored the lakes.,The patient haven't explored the lakes.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,737,p5,regular_plural_subject_verb_agreement_2,target
What will Martin learn he has arrived at?,What will Martin arrived he learn has at?,syntax,island_effects,wh_island,883,p5,wh_island,filler
The boy wasn't thinking that he has alarmed that child.,The thinking boy that wasn't has alarmed that he child.,syntax_semantics,binding,principle_A_case_1,883,p5,principle_A_case_1,filler
Colleen didn't attack that good actor.,Colleen didn't attack that good actors.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,737,p5,determiner_noun_agreement_with_adjective_1,target
This actor might clean at least four rugs.,This at least clean might four actor rugs.,semantics,quantifiers,superlative_quantifiers_2,883,p5,superlative_quantifiers_2,filler
Dan will forget about himself wearing every sock.,Dan will forget about himself wears every sock.,syntax/semantics,binding,principle_A_case_2,737,p5,principle_A_case_2,target
Keith was apt to find out who is getting a job.,Keith was tough to find out who is getting a job.,syntax_semantics,control_raising,tough_vs_raising_2,737,p5,tough_vs_raising_2,target
Some turtles are annoying what men?,Some are turtles what annoying men?,syntax,island_effects,left_branch_island_echo_question,883,p5,left_branch_island_echo_question,filler
The governments haven't interacted.,The government haven't interacted.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,521,p5,regular_plural_subject_verb_agreement_2,target
Beverly imagines that she should escape from these adults.,Beverly these escape she should that from imagines adults.,syntax_semantics,binding,principle_A_case_1,521,p5,principle_A_case_1,filler
Lawrence remembered that students see Heather.,Lawrence remembered who students see Heather.,syntax,filler_gap_dependency,wh_vs_that_no_gap,521,p5,wh_vs_that_no_gap,target
Some offspring is likely to admire broccoli.,Some offspring is unpleasant to admire broccoli.,syntax_semantics,control_raising,tough_vs_raising_2,521,p5,tough_vs_raising_2,target
Kristen does hate which people?,Kristen hate which does people?,syntax,island_effects,left_branch_island_echo_question,521,p5,left_branch_island_echo_question,filler
Who can't a guest investigate he can't attack?,Who a guest can't can't investigate he attack?,syntax,island_effects,wh_island,521,p5,wh_island,filler
That person brought at least eight drawings.,That person brought eight least at drawings.,semantics,quantifiers,superlative_quantifiers_2,521,p5,superlative_quantifiers_2,filler
What does Joseph fix without finding most screens?,What without Joseph most does finding fix screens?,syntax,island_effects,adjunct_island,521,p5,adjunct_island,filler
The box stunned that important school.,The box stunned that important schools.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,521,p5,determiner_noun_agreement_with_adjective_1,target
The girls think about themselves dropping by a grocery store.,The girls think about themselves drop by a grocery store.,syntax/semantics,binding,principle_A_case_2,521,p5,principle_A_case_2,target
Wayne thinks about that bad university.,Wayne thinks about that bad universities.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,319,p6,determiner_noun_agreement_with_adjective_1,target
Kayla hasn't forgotten about herself bringing a lot of shoes.,Kayla hasn't forgotten about herself brought a lot of shoes.,syntax/semantics,binding,principle_A_case_2,319,p6,principle_A_case_2,target
The adult sneezes.,The adults sneezes.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,319,p6,regular_plural_subject_verb_agreement_2,target
Wendy hadn't scared that bank.,Wendy hadn't scared that banks.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,319,p6,determiner_noun_agreement_1,target
Kayla is learning that those pamphlets bore Helen.,Kayla is learning who those pamphlets bore Helen.,syntax,filler_gap_dependency,wh_vs_that_no_gap,319,p6,wh_vs_that_no_gap,target
Ruth looks like that sketch.,Ruth looks like that sketches.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,761,p6,determiner_noun_agreement_1,target
Carolyn would listen to those employed girls.,Carolyn would listen to those employed girl.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,761,p6,determiner_noun_agreement_with_adjective_1,target
Gerald wasn't thinking about himself cleaning a restaurant.,Gerald wasn't thinking about himself cleans a restaurant.,syntax/semantics,binding,principle_A_case_2,761,p6,principle_A_case_2,target
Stacey investigates that a waitress is criticizing Lori.,Stacey investigates who a waitress is criticizing Lori.,syntax,filler_gap_dependency,wh_vs_that_no_gap,761,p6,wh_vs_that_no_gap,target
The cashiers aren't whispering.,The cashier aren't whispering.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,761,p6,regular_plural_subject_verb_agreement_2,target
Cheryl was thinking about herself dropping by Harvard University.,Cheryl was thinking about herself drops by Harvard University.,syntax/semantics,binding,principle_A_case_2,883,p6,principle_A_case_2,target
The ladies were describing the teenager.,The lady were describing the teenager.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,883,p6,regular_plural_subject_verb_agreement_2,target
Most doors can astound that student.,Most doors can astound that students.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,883,p6,determiner_noun_agreement_1,target
Donna hasn't learned that pedestrians were running around the mountain.,Donna hasn't learned what pedestrians were running around the mountain.,syntax,filler_gap_dependency,wh_vs_that_no_gap,883,p6,wh_vs_that_no_gap,target
A cashier was passing this black movie theater.,A cashier was passing this black movie theaters.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,883,p6,determiner_noun_agreement_with_adjective_1,target
Some cashier might boycott that art gallery.,Some cashier might boycott that art galleries.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,280,p6,determiner_noun_agreement_1,target
Those windows hurt these hidden students.,Those windows hurt these hidden student.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,280,p6,determiner_noun_agreement_with_adjective_1,target
The senators testify.,The senator testify.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,280,p6,regular_plural_subject_verb_agreement_2,target
Joseph did know that this man praised Lori.,Joseph did know who this man praised Lori.,syntax,filler_gap_dependency,wh_vs_that_no_gap,280,p6,wh_vs_that_no_gap,target
Irene might think about herself driving to all mountains.,Irene might think about herself drives to all mountains.,syntax/semantics,binding,principle_A_case_2,280,p6,principle_A_case_2,target
Many guests argue about that uncertain girl.,Many guests argue about that uncertain girls.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,899,p6,determiner_noun_agreement_with_adjective_1,target
Anne won't imagine herself climbing down some hills.,Anne won't imagine herself climbs down some hills.,syntax/semantics,binding,principle_A_case_2,899,p6,principle_A_case_2,target
Amanda is revealing that all people were praising Bethany.,Amanda is revealing who all people were praising Bethany.,syntax,filler_gap_dependency,wh_vs_that_no_gap,899,p6,wh_vs_that_no_gap,target
Those actors discover those waitresses.,Those actors discover those waitress.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,899,p6,determiner_noun_agreement_1,target
The students clean many unicycles.,The student clean many unicycles.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,899,p6,regular_plural_subject_verb_agreement_2,target
Beverly forgot about herself worrying Jacqueline.,Beverly forgot about herself worried Jacqueline.,syntax/semantics,binding,principle_A_case_2,938,p6,principle_A_case_2,target
A teacher is realizing that the ladies research every grocery store.,A teacher is realizing what the ladies research every grocery store.,syntax,filler_gap_dependency,wh_vs_that_no_gap,938,p6,wh_vs_that_no_gap,target
Alicia had that orange horse.,Alicia had that orange horses.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,938,p6,determiner_noun_agreement_with_adjective_1,target
The student examines a lot of plays.,The students examines a lot of plays.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,938,p6,regular_plural_subject_verb_agreement_2,target
John isn't hiding this shawl.,John isn't hiding this shawls.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,938,p6,determiner_noun_agreement_1,target
The boys weren't noticing Rodney.,The boy weren't noticing Rodney.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,973,p6,regular_plural_subject_verb_agreement_2,target
Christina dropped by that yellow college campus.,Christina dropped by that yellow college campuses.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,973,p6,determiner_noun_agreement_with_adjective_1,target
Every public park aggravates these museums.,Every public park aggravates these museum.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,973,p6,determiner_noun_agreement_1,target
Stephen isn't learning that most waitresses brought a horse.,Stephen isn't learning what most waitresses brought a horse.,syntax,filler_gap_dependency,wh_vs_that_no_gap,973,p6,wh_vs_that_no_gap,target
The patients have imagined themselves cleaning all movie theaters.,The patients have imagined themselves cleaned all movie theaters.,syntax/semantics,binding,principle_A_case_2,973,p6,principle_A_case_2,target
Jeffrey does complain about those reports.,Jeffrey does complain about those report.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,636,p6,determiner_noun_agreement_1,target
Amanda imagines herself lifting that cart.,Amanda imagines herself lifted that cart.,syntax/semantics,binding,principle_A_case_2,636,p6,principle_A_case_2,target
A lot of documentaries are disagreeing with these good plays.,A lot of documentaries are disagreeing with these good play.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,636,p6,determiner_noun_agreement_with_adjective_1,target
The shirts are soaking.,The shirt are soaking.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,636,p6,regular_plural_subject_verb_agreement_2,target
Jerry would find out that that man climbs down this slope.,Jerry would find out what that man climbs down this slope.,syntax,filler_gap_dependency,wh_vs_that_no_gap,636,p6,wh_vs_that_no_gap,target
Some hospitals think about themselves talking about Joseph.,Some hospitals think about themselves talk about Joseph.,syntax/semantics,binding,principle_A_case_2,76,p6,principle_A_case_2,target
The actor has approached Eva.,The actors has approached Eva.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,76,p6,regular_plural_subject_verb_agreement_2,target
Janice will know that pedestrians exited this public park.,Janice will know what pedestrians exited this public park.,syntax,filler_gap_dependency,wh_vs_that_no_gap,76,p6,wh_vs_that_no_gap,target
Children aren't boring this lady.,Children aren't boring this ladies.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,76,p6,determiner_noun_agreement_1,target
Some adults sell those purple forks.,Some adults sell those purple fork.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,76,p6,determiner_noun_agreement_with_adjective_1,target
Pedestrians conceal that some ice irritates Heather.,Pedestrians conceal who some ice irritates Heather.,syntax,filler_gap_dependency,wh_vs_that_no_gap,811,p6,wh_vs_that_no_gap,target
The boy profits.,The boys profits.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,811,p6,regular_plural_subject_verb_agreement_2,target
Rodney thought about himself descending the ladder.,Rodney thought about himself descended the ladder.,syntax/semantics,binding,principle_A_case_2,811,p6,principle_A_case_2,target
Nina hasn't arrived at that restaurant.,Nina hasn't arrived at that restaurants.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,811,p6,determiner_noun_agreement_1,target
A glove confused these bad universities.,A glove confused these bad university.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,811,p6,determiner_noun_agreement_with_adjective_1,target
Katherine is imagining herself helping most adults.,Katherine is imagining herself helps most adults.,syntax/semantics,binding,principle_A_case_2,136,p6,principle_A_case_2,target
Veronica is hugging those boys.,Veronica is hugging those boy.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,136,p6,determiner_noun_agreement_1,target
Veronica can drive to these good restaurants.,Veronica can drive to these good restaurant.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,136,p6,determiner_noun_agreement_with_adjective_1,target
Adam wouldn't find out that all fungi disgusted Rhonda.,Adam wouldn't find out who all fungi disgusted Rhonda.,syntax,filler_gap_dependency,wh_vs_that_no_gap,136,p6,wh_vs_that_no_gap,target
The gloves were impressing Diana.,The glove were impressing Diana.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,136,p6,regular_plural_subject_verb_agreement_2,target
Colleen left this patient.,Colleen left this patients.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,859,p6,determiner_noun_agreement_1,target
Victoria isn't imagining herself questioning Karen.,Victoria isn't imagining herself questions Karen.,syntax/semantics,binding,principle_A_case_2,859,p6,principle_A_case_2,target
The hamsters stun Renee.,The hamster stun Renee.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,859,p6,regular_plural_subject_verb_agreement_2,target
Carolyn will investigate that many boys hadn't worn this blouse.,Carolyn will investigate what many boys hadn't worn this blouse.,syntax,filler_gap_dependency,wh_vs_that_no_gap,859,p6,wh_vs_that_no_gap,target
This committee isn't describing this good pamphlet.,This committee isn't describing this good pamphlets.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,859,p6,determiner_noun_agreement_with_adjective_1,target
Irene has imagined herself cleaning many reports.,Irene has imagined herself cleaned many reports.,syntax/semantics,binding,principle_A_case_2,513,p6,principle_A_case_2,target
The ladies negotiate.,The lady negotiate.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,513,p6,regular_plural_subject_verb_agreement_2,target
Elaine can figure out that the child can embarrass Steven.,Elaine can figure out who the child can embarrass Steven.,syntax,filler_gap_dependency,wh_vs_that_no_gap,513,p6,wh_vs_that_no_gap,target
